chr_num	piece_num	rg_num	lo	hi	p_num	q_bh
2	89	1.0	-0.555355535553555	1.0	0.131373752921366	0.8641546262409595
2	94	-1.0	-1.0	0.546354635463546	0.141665087708825	0.8641546262409595
2	95	0.267126712671267	-1.0	1.0	0.88207437846006	0.964014577358471
2	98	-0.304730473047305	-1.0	1.0	0.680817528539311	0.932788653856541
2	101	-1.0	-1.0	0.754975497549755	0.203828329503693	0.8641546262409595
2	105	-0.721372137213721	-1.0	0.46994699469947	0.235501978143411	0.8641546262409595
2	107	1.0	-1.0	1.0	0.254787130626687	0.8641546262409595
2	113	0.56015601560156	-0.436143614361436	1.0	0.27313886494321	0.8641546262409595
2	115	-1.0	-1.0	1.0	0.231993675229511	0.8641546262409595
2	123	-0.605360536053605	-1.0	1.0	0.513561611603991	0.9103256878778949
2	127	-1.0	-1.0	0.842184218421842	0.312498117110785	0.8641546262409595
2	129	-0.956195619561956	-1.0	0.9003900390039	0.312705586487098	0.8641546262409595
2	134	-1.0	-1.0	0.905390539053905	0.187944746961224	0.8641546262409595
2	136	-1.0	-1.0	0.215521552155216	0.099067889718032	0.8641546262409595
2	139	-1.0	-1.0	1.0	0.390969604380769	0.8641546262409595
2	140	1.0	-1.0	1.0	0.369982612046063	0.8641546262409595
2	145	-0.776777677767777	-1.0	0.687368736873687	0.288909160419018	0.8641546262409595
2	146	-0.546154615461546	-1.0	1.0	0.689663789896431	0.932788653856541
2	153	-1.0	-1.0	1.0	0.56624999320687	0.9172029493062674
2	166	-1.0	-1.0	1.0	0.297953002765106	0.8641546262409595
2	171	-0.349534953495349	-1.0	1.0	0.732885688776724	0.9396663448855126
2	172	-0.767976797679768	-1.0	1.0	0.538306015835733	0.9113618505388282
2	173	-1.0	-1.0	0.0399039903990398	0.056012337618393	0.8641546262409595
2	180	-1.0	-1.0	1.0	0.283385609437179	0.8641546262409595
2	187	-1.0	-1.0	0.83958395839584	0.190729304036445	0.8641546262409595
2	193	-1.0	-1.0	0.668566856685669	0.158290429920558	0.8641546262409595
2	194	-0.0273027302730273	-1.0	1.0	0.966584166919453	0.9880207263937035
2	196	-0.0363036303630362	-1.0	1.0	0.962528881769694	0.9880207263937035
2	204	-0.446344634463446	-0.925192519251925	0.16991699169917	0.156020290605475	0.8641546262409595
2	207	-0.860986098609861	-1.0	1.0	0.482712234501368	0.8959139072345391
2	208	-1.0	-1.0	1.0	0.479161260119088	0.8959139072345391
2	215	-0.828582858285829	-1.0	1.0	0.619316918196378	0.9287963589674771
2	217	-0.762176217621762	-1.0	0.403740374037404	0.202483727919943	0.8641546262409595
2	218	-1.0	-1.0	0.601960196019602	0.180004485787198	0.8641546262409595
3	6	-0.786978697869787	-1.0	1.0	0.732955780910017	0.9396663448855126
3	11	0.33973397339734	-1.0	1.0	0.689190496212345	0.932788653856541
3	15	-0.284128412841284	-1.0	0.968996899689969	0.658407005584255	0.932788653856541
3	16	0.976197619761976	-1.0	1.0	0.599058033341733	0.9226993947971788
3	23	0.152515251525153	-1.0	1.0	0.857752652581014	0.9600714676501836
3	25	-0.455345534553455	-1.0	1.0	0.551948518645428	0.9124849619411353
3	26	0.126912691269127	-1.0	1.0	0.858211125290578	0.9600714676501836
3	28	-0.815181518151815	-1.0	1.0	0.643218168135523	0.9287963589674771
3	30	0.297329732973297	-1.0	1.0	0.768127692675368	0.9396663448855126
3	31	1.0	-1.0	1.0	0.231502436917802	0.8641546262409595
3	34	-0.82018201820182	-1.0	0.726972697269727	0.302116359648291	0.8641546262409595
3	38	0.145714571457146	-1.0	1.0	0.896201136129052	0.9640741742593819
3	44	1.0	-1.0	1.0	0.423016191251583	0.8683808689979131
3	46	-0.192919291929193	-0.943594359435944	0.782178217821782	0.737120110793699	0.9396663448855126
3	49	-0.197319731973197	-1.0	0.843784378437844	0.740106514092978	0.9396663448855126
3	50	-0.734373437343734	-1.0	0.425142514251425	0.208459041294463	0.8641546262409595
3	51	-0.813381338133813	-1.0	1.0	0.589673250945661	0.9211872356630265
3	55	1.0	-1.0	1.0	0.265243679952388	0.8641546262409595
3	56	1.0	-1.0	1.0	0.357982332330345	0.8641546262409595
3	58	-0.0421042104210421	-1.0	1.0	0.973374844409351	0.9880207263937035
3	62	-1.0	-1.0	1.0	0.284065444988471	0.8641546262409595
3	63	-1.0	-1.0	-0.357735773577358	0.0072278606102993	0.47478513358684876
3	67	-1.0	-1.0	0.795779577957796	0.223788172301767	0.8641546262409595
3	75	0.315131513151315	-0.593559355935594	0.973997399739974	0.541268058020696	0.9113618505388282
3	85	0.119311931193119	-1.0	1.0	0.940625508443344	0.9776943129270209
3	86	0.281328132813281	-0.477747774777478	0.806980698069807	0.464321269251658	0.8907899279023804
3	87	1.0	-0.838983898389839	1.0	0.245171458368285	0.8641546262409595
3	99	1.0	-0.501550155015502	1.0	0.126596928412137	0.8641546262409595
3	105	-0.494749474947495	-1.0	1.0	0.72561578266102	0.9396663448855126
3	107	1.0	-0.777377737773777	1.0	0.17589155725209	0.8641546262409595
3	109	-1.0	-1.0	1.0	0.465902658719936	0.8907899279023804
3	110	-0.107710771077108	-1.0	1.0	0.917332849081042	0.973030328798187
3	112	-0.279127912791279	-1.0	0.773377337733773	0.592011664590267	0.9211872356630265
3	118	-0.106310631063106	-1.0	1.0	0.886166042587747	0.964014577358471
3	121	-1.0	-1.0	0.60996099609961	0.152075837173552	0.8641546262409595
3	124	-0.880788078807881	-1.0	0.209120912091209	0.105429108669556	0.8641546262409595
3	131	0.162916291629163	-0.643564356435644	0.874787478747875	0.700931703975533	0.932788653856541
3	132	-1.0	-1.0	1.0	0.272491043648895	0.8641546262409595
3	140	0.594159415941594	-0.411141114111411	1.0	0.241846890992941	0.8641546262409595
3	141	1.0	-1.0	1.0	0.232622930926514	0.8641546262409595
3	143	-1.0	-1.0	1.0	0.76609837282301	0.9396663448855126
3	146	0.227922792279228	-1.0	1.0	0.868255614050958	0.961025549121814
3	151	1.0	0.222122212221222	1.0	0.0235454104093658	0.6690850239996099
3	152	0.555555555555556	-0.597359735973597	1.0	0.343987238084581	0.8641546262409595
3	160	-0.956395639563956	-1.0	0.958795879587959	0.305692821901207	0.8641546262409595
3	161	-0.962596259625963	-1.0	0.92939293929393	0.388288433218718	0.8641546262409595
3	164	0.453945394539454	-1.0	1.0	0.878383843753139	0.964014577358471
3	170	-0.522552255225523	-1.0	0.595359535953595	0.345630328018545	0.8641546262409595
3	173	-0.335133513351335	-1.0	0.790779077907791	0.560838963892344	0.9172029493062674
3	174	-0.330733073307331	-1.0	1.0	0.664853979468804	0.932788653856541
4	4	-0.110511051105111	-1.0	1.0	0.906209090589955	0.9677805682658543
4	10	-0.951595159515952	-1.0	-0.351135113511351	0.004081406039885	0.40580837196570857
4	13	-0.265326532653265	-1.0	1.0	0.783921972581595	0.9396663448855126
4	14	-0.427142714271427	-1.0	1.0	0.583144241560217	0.9211872356630265
4	15	-1.0	-1.0	1.0	0.519251865068282	0.9103256878778949
4	40	-0.59015901590159	-1.0	1.0	0.693816496611263	0.932788653856541
4	42	-1.0	-1.0	-0.428942894289429	0.0034310005823566	0.40580837196570857
4	46	-1.0	-1.0	-0.0331033103310331	0.0456271053344598	0.8641546262409595
4	48	-1.0	-1.0	1.0	0.805326520037968	0.9428709130508459
4	54	-1.0	-1.0	-0.207320732073207	0.0240332264367676	0.6690850239996099
4	62	-1.0	-1.0	0.814381438143814	0.161201909556159	0.8641546262409595
4	68	-1.0	-1.0	1.0	0.397306559462352	0.8641546262409595
4	71	0.212321232123212	-0.994799479947995	1.0	0.753082304714158	0.9396663448855126
4	74	-0.31993199319932	-1.0	0.564556455645565	0.497687341533844	0.9063932317967951
4	78	-0.31953195319532	-1.0	0.88018801880188	0.631813548180468	0.9287963589674771
4	82	0.807780778077808	-1.0	1.0	0.566662741669102	0.9172029493062674
4	83	-0.634163416341634	-1.0	1.0	0.688803773750958	0.932788653856541
4	84	-1.0	-1.0	-0.325532553255326	0.0131751185395605	0.5394048531490652
4	91	-0.008900890089009	-1.0	1.0	0.991258662253337	0.9955498252933948
4	95	-0.466746674667467	-1.0	1.0	0.623352785156773	0.9287963589674771
4	100	-1.0	-1.0	1.0	0.254192607277724	0.8641546262409595
4	103	-0.988798879887989	-1.0	0.761176117611761	0.27754253912801	0.8641546262409595
4	104	0.283528352835284	-1.0	1.0	0.663923351362896	0.932788653856541
4	105	0.264726472647265	-0.815381538153815	1.0	0.639972410420408	0.9287963589674771
4	106	-0.442544254425443	-1.0	1.0	0.86218024347587	0.9600714676501836
4	116	1.0	-0.535753575357536	1.0	0.132234152375694	0.8641546262409595
4	119	-0.46014601460146	-1.0	1.0	0.641472400406491	0.9287963589674771
4	127	1.0	-0.836983698369837	1.0	0.202465783683219	0.8641546262409595
4	132	0.773777377737774	-1.0	1.0	0.48472938623431	0.8972650340932973
4	133	0.71997199719972	-0.613361336133613	1.0	0.354026925516348	0.8641546262409595
4	139	-1.0	-1.0	1.0	0.36657063958042	0.8641546262409595
4	141	-0.0497049704970496	-1.0	1.0	0.956227020574518	0.9864986632814028
4	142	0.606160616061606	-0.725972597259726	1.0	0.373400522910061	0.8641546262409595
4	149	-1.0	-1.0	1.0	0.384742504430982	0.8641546262409595
4	151	-0.201520152015201	-1.0	1.0	0.847415061952474	0.9574689661021459
4	152	0.136513651365137	-1.0	1.0	0.856384184498987	0.9600714676501836
4	158	-0.712771277127713	-1.0	1.0	0.518841513439345	0.9103256878778949
4	159	-0.521552155215522	-1.0	1.0	0.734393406071569	0.9396663448855126
4	160	-1.0	-1.0	1.0	0.413494814672189	0.8675056771360729
4	171	-1.0	-1.0	0.778177817781778	0.219963819578403	0.8641546262409595
4	172	-1.0	-1.0	0.143114311431143	0.0817645888322942	0.8641546262409595
4	177	0.291729172917292	-1.0	1.0	0.886450186076755	0.964014577358471
5	6	-0.75997599759976	-1.0	1.0	0.698476369941196	0.932788653856541
5	10	-0.855985598559856	-1.0	1.0	0.462955301722923	0.8907899279023804
5	11	-1.0	-1.0	1.0	0.632754553362263	0.9287963589674771
5	13	-1.0	-1.0	1.0	0.294250177375053	0.8641546262409595
5	17	1.0	-1.0	1.0	0.664523114005774	0.932788653856541
5	25	0.2999299929993	-1.0	1.0	0.798687340613905	0.9428709130508459
5	30	-0.915791579157916	-1.0	1.0	0.368170609061148	0.8641546262409595
5	35	-0.647364736473647	-1.0	0.547554755475548	0.282114479489846	0.8641546262409595
5	36	1.0	-0.378137813781378	1.0	0.107352154996377	0.8641546262409595
5	40	0.515151515151515	-1.0	1.0	0.703958094511713	0.9332473024383852
5	47	-1.0	-1.0	1.0	0.470098157676792	0.8907899279023804
5	48	0.122712271227123	-0.691569156915692	1.0	0.794278519546352	0.9417680572474634
5	53	-1.0	-1.0	0.298529852985298	0.0922281304316951	0.8641546262409595
5	58	0.325932593259326	-1.0	1.0	0.752335625580316	0.9396663448855126
5	59	0.0895089508950894	-0.845784578457846	1.0	0.87297242085571	0.9628982645254742
5	61	-0.292529252925293	-1.0	0.927592759275928	0.63437118307345	0.9287963589674771
5	77	-0.354135413541354	-1.0	1.0	0.787359614297032	0.9396663448855126
5	78	-1.0	-1.0	0.221722172217222	0.0878846721880654	0.8641546262409595
5	80	1.0	-1.0	1.0	0.33745416334038	0.8641546262409595
5	81	-1.0	-1.0	0.438743874387439	0.12420225451006	0.8641546262409595
5	82	-0.218721872187219	-1.0	1.0	0.779846395696005	0.9396663448855126
5	93	-0.148714871487149	-1.0	1.0	0.929101934631868	0.9776943129270209
5	95	0.152315231523152	-1.0	1.0	0.890971531027788	0.9640741742593819
5	98	-1.0	-1.0	1.0	0.334652582199591	0.8641546262409595
5	102	-1.0	-1.0	0.587758775877588	0.167982813659574	0.8641546262409595
5	103	-0.815381538153815	-1.0	1.0	0.410225582222211	0.8675056771360729
5	105	-1.0	-1.0	-0.0517051705170518	0.0422676724736087	0.8566532263679028
5	107	0.518151815181518	-0.946794679467947	1.0	0.499471840144196	0.9063932317967951
5	109	0.455945594559456	-1.0	1.0	0.690330957735246	0.932788653856541
5	110	0.199319931993199	-1.0	1.0	0.907989527410349	0.9677805682658543
5	111	-1.0	-1.0	0.415941594159416	0.130926541137733	0.8641546262409595
5	112	-0.494349434943494	-1.0	0.644364436443644	0.408545326444167	0.8675056771360729
5	113	-0.622562256225623	-1.0	0.422142214221422	0.21389602242213	0.8641546262409595
5	115	-0.539353935393539	-1.0	1.0	0.597730746216944	0.9226993947971788
5	122	-1.0	-1.0	1.0	0.29058389243331	0.8641546262409595
5	123	-0.465746574657466	-1.0	1.0	0.700243277583241	0.932788653856541
5	124	0.813181318131813	-1.0	1.0	0.447162779769795	0.8841627690902765
5	133	-0.393539353935394	-1.0	0.576957695769577	0.430229534470119	0.8704644069511711
5	137	-0.734973497349735	-1.0	0.605960596059606	0.270854485236401	0.8641546262409595
5	145	-1.0	-1.0	1.0	0.237887324974719	0.8641546262409595
6	1	-0.518151815181518	-1.0	0.314931493149315	0.217283273772256	0.8641546262409595
6	2	-1.0	-1.0	-0.557755775577558	0.0012853622481592	0.3006870587636944
6	8	1.0	-1.0	1.0	0.75999490639553	0.9396663448855126
6	16	1.0	-1.0	1.0	0.480585638061085	0.8959139072345391
6	30	0.486948694869487	-1.0	1.0	0.782405852057535	0.9396663448855126
6	31	-0.606560656065606	-1.0	0.276327632763276	0.179884180377192	0.8641546262409595
6	33	0.757775777577758	-0.743374337433743	1.0	0.353453949905147	0.8641546262409595
6	35	-1.0	-1.0	1.0	0.32019198363802	0.8641546262409595
6	36	0.958395839583959	-1.0	1.0	0.386034357850234	0.8641546262409595
6	37	0.171517151715171	-0.788378837883788	1.0	0.733454988948949	0.9396663448855126
6	39	-1.0	-1.0	0.817181718171817	0.229540601422204	0.8641546262409595
6	40	1.0	-1.0	1.0	0.302009463331758	0.8641546262409595
6	41	-1.0	-1.0	0.403540354035404	0.130168353712642	0.8641546262409595
6	43	-1.0	-1.0	-0.548554855485548	0.0012960649084642	0.3006870587636944
6	44	-0.747774777477748	-1.0	0.185318531853185	0.110379819911814	0.8641546262409595
6	45	-1.0	-1.0	0.0365036503650365	0.0564860386722868	0.8641546262409595
6	46	-1.0	-1.0	1.0	0.27617600602279	0.8641546262409595
6	49	-1.0	-1.0	1.0	0.686307720854415	0.932788653856541
6	50	-0.354335433543354	-1.0	1.0	0.718836115052015	0.9396663448855126
6	56	-0.358735873587359	-1.0	1.0	0.691506809389283	0.932788653856541
6	57	1.0	-1.0	1.0	0.195138209760422	0.8641546262409595
6	61	-0.856585658565857	-1.0	0.980998099809981	0.338902587352023	0.8641546262409595
6	63	1.0	-0.0919091909190918	1.0	0.0655078219183858	0.8641546262409595
6	64	-0.12971297129713	-1.0	1.0	0.872340230583704	0.9628982645254742
6	65	0.323732373237324	-1.0	1.0	0.71706919731404	0.9396663448855126
6	70	1.0	-0.6997699769977	1.0	0.245721667998269	0.8641546262409595
6	73	1.0	-1.0	1.0	0.33245820049487	0.8641546262409595
6	75	-1.0	-1.0	1.0	0.438781076425724	0.878369606143534
6	76	-1.0	-1.0	0.72037203720372	0.158895446027362	0.8641546262409595
6	80	-0.414341434143414	-1.0	1.0	0.700832903903274	0.932788653856541
6	81	-0.0577057705770576	-1.0	1.0	0.955994832216931	0.9864986632814028
6	83	-0.14011401140114	-1.0	0.865186518651865	0.835717090101569	0.9535394995257246
6	85	0.322132213221322	-1.0	1.0	0.700030704873846	0.932788653856541
6	97	-0.515551555155516	-1.0	1.0	0.760836474327765	0.9396663448855126
6	103	-1.0	-1.0	1.0	0.573665752947645	0.9211872356630265
6	117	-1.0	-1.0	0.635363536353635	0.173287225750435	0.8641546262409595
6	118	0.689568956895689	-0.890789078907891	1.0	0.394102563741167	0.8641546262409595
6	120	1.0	-1.0	1.0	0.39006701863671	0.8641546262409595
6	130	-1.0	-1.0	1.0	0.514181945728966	0.9103256878778949
6	133	1.0	-0.746174617461746	1.0	0.241313403340879	0.8641546262409595
6	134	-0.443944394439444	-1.0	1.0	0.839941705901619	0.9542568112607321
6	141	-0.154315431543154	-0.891189118911891	0.912991299129913	0.780529958690577	0.9396663448855126
6	146	-0.592759275927593	-1.0	0.643964396439644	0.368547656837256	0.8641546262409595
6	147	0.818581858185819	-0.884188418841884	1.0	0.381215954091943	0.8641546262409595
6	152	-1.0	-1.0	0.542154215421542	0.162032877668403	0.8641546262409595
7	3	-0.631363136313631	-1.0	0.605160516051605	0.314985652217539	0.8641546262409595
7	12	-0.620762076207621	-1.0	0.471547154715471	0.265974549385364	0.8641546262409595
7	15	-0.154315431543154	-1.0	1.0	0.892989376924794	0.9640741742593819
7	22	-1.0	-1.0	0.911191119111911	0.308130992341167	0.8641546262409595
7	25	1.0	-0.932593259325933	1.0	0.226381080518439	0.8641546262409595
7	26	-0.556555655565557	-1.0	1.0	0.508593484735578	0.9103256878778949
7	32	-0.712371237123712	-1.0	1.0	0.501432453399292	0.9064856819893694
7	37	0.601960196019602	-1.0	1.0	0.560018475017175	0.9172029493062674
7	38	-0.519151915191519	-1.0	0.946194619461946	0.493688494315737	0.9056213127049796
7	40	-0.464946494649465	-1.0	0.637163716371637	0.403393596319833	0.8675056771360729
7	43	0.436943694369437	-0.701970197019702	1.0	0.507604781704457	0.9103256878778949
7	49	-0.451945194519452	-1.0	1.0	0.787300234254391	0.9396663448855126
7	50	-0.338733873387339	-1.0	0.506150615061506	0.442795954262306	0.8819131722047044
7	53	-0.448144814481448	-1.0	0.800780078007801	0.513899008983024	0.9103256878778949
7	63	-0.478747874787479	-1.0	0.863586358635864	0.613463273694556	0.9282112478772069
7	70	1.0	-1.0	1.0	0.423268025679013	0.8683808689979131
7	74	-0.405540554055406	-1.0	0.523752375237524	0.436054394909455	0.8771498810895396
7	75	-0.627962796279628	-1.0	0.717371737173717	0.387664019734973	0.8641546262409595
7	86	-1.0	-1.0	0.567356735673567	0.181017015335246	0.8641546262409595
7	93	-0.114711471147115	-0.82018201820182	0.696769676967697	0.804219447518949	0.9428709130508459
7	94	-0.73957395739574	-1.0	1.0	0.422316610514124	0.8683808689979131
7	97	-1.0	-1.0	0.436143614361436	0.165920834439436	0.8641546262409595
7	101	-1.0	-1.0	0.605160516051605	0.152523758248972	0.8641546262409595
7	105	-1.0	-1.0	1.0	0.540518389092067	0.9113618505388282
7	106	-0.894189418941894	-1.0	-0.15971597159716	0.0206195230110739	0.6690850239996099
7	107	-1.0	-1.0	1.0	0.537013971393054	0.9113618505388282
7	114	-0.418141814181418	-1.0	0.838783878387839	0.531900626939433	0.9113618505388282
7	124	-0.71037103710371	-1.0	1.0	0.724605351977359	0.9396663448855126
7	126	-0.776977697769777	-1.0	1.0	0.468996148455206	0.8907899279023804
7	128	-1.0	-1.0	0.255725572557256	0.0876375567790365	0.8641546262409595
8	8	1.0	-1.0	1.0	0.750539358253327	0.9396663448855126
8	13	0.0461046104610461	-1.0	1.0	0.942016750672166	0.9776943129270209
8	19	-0.652565256525653	-1.0	0.987398739873988	0.455293435350403	0.8906197056365627
8	20	1.0	-1.0	1.0	0.461181650167608	0.8907899279023804
8	29	0.266126612661266	-1.0	1.0	0.881877194507063	0.964014577358471
8	30	1.0	-0.365136513651365	1.0	0.130872427249293	0.8641546262409595
8	32	-0.674567456745675	-1.0	1.0	0.586560084616353	0.9211872356630265
8	41	-1.0	-1.0	1.0	0.212817696860986	0.8641546262409595
8	43	-0.879187918791879	-1.0	1.0	0.618327493913623	0.9287963589674771
8	59	-1.0	-1.0	0.0477047704770476	0.0582640926656477	0.8641546262409595
8	60	-1.0	-1.0	1.0	0.271027539901515	0.8641546262409595
8	62	-0.609160916091609	-1.0	0.840984098409841	0.473974594774613	0.8909150534520264
8	78	-0.0325032503250324	-1.0	1.0	0.985449044327956	0.9954608633559613
8	79	1.0	-0.864386438643864	1.0	0.347864522200723	0.8641546262409595
8	82	1.0	-0.306530653065306	1.0	0.103544279661304	0.8641546262409595
8	83	1.0	-0.98959895989599	1.0	0.298806339928354	0.8641546262409595
8	84	-0.715571557155716	-1.0	0.813781378137814	0.367019212600196	0.8641546262409595
8	95	-1.0	-1.0	1.0	0.303650707707806	0.8641546262409595
8	101	-1.0	-1.0	1.0	0.445956244945383	0.8841627690902765
8	104	-1.0	-1.0	1.0	0.408546555863795	0.8675056771360729
8	105	-0.826782678267827	-1.0	-0.0729072907290728	0.0331772545221188	0.7962541085308513
8	106	-0.812981298129813	-1.0	0.874787478747875	0.377828505820644	0.8641546262409595
8	111	1.0	-1.0	1.0	0.371717277645604	0.8641546262409595
8	115	-0.321732173217322	-1.0	0.544754475447545	0.511576432200565	0.9103256878778949
8	118	-0.028102810281028	-1.0	1.0	0.973019712927307	0.9880207263937035
8	119	-1.0	-1.0	-0.373137313731373	0.0075000845806074	0.47478513358684876
8	120	0.577557755775577	-0.596359635963596	1.0	0.337358532644111	0.8641546262409595
8	124	-0.155715571557156	-1.0	1.0	0.887980346639338	0.9640741742593819
8	127	-1.0	-1.0	0.741774177417742	0.186288330673315	0.8641546262409595
8	129	-1.0	-1.0	1.0	0.789957096195779	0.9396663448855126
8	131	-1.0	-1.0	1.0	0.754928638925698	0.9396663448855126
8	133	-0.103910391039104	-1.0	1.0	0.941496182373367	0.9776943129270209
8	134	-1.0	-1.0	1.0	0.336093602316332	0.8641546262409595
